question,question_id,question_source,answers,input_text,model_answer,uncertainty_score,model_output,dataset,model_id,ue_method,schema_version,timestamp
"In the Stephen King book 'Christine', who or what is Christine?",sfq_8953,www.sfquiz.org.uk,"['🚗', 'Environmental impact of automobiles', 'Motorcar', 'Car', 'The Automobile', 'cardoor', 'automobilism', 'passenger vehicles', 'Autos', 'Cars', 'automobles', 'Passenger Vehicle', 'car automobile', 'Motor-car', 'passenger vehicle', 'environmental impact of automobiles', 'M1 vehicle', 'car', 'Passenger vehicle', 'Motor car', 'self propelling carriage', 'Motorisation', 'ottomobile', 'automobiles', 'Automobiles', 'Automobil', 'Automobile', 'Car Automobile', 'Environmental impact of cars', 'A car', 'motorization', 'Motor Car', 'automobil', 'motorisation', '🚘', 'Automobilism', 'motor car', 'Passenger vehicles', 'automotive vehicle', 'Motorization', 'Automobles', 'environmental impact of cars', 'Self-propelling carriage', 'Automotive vehicle', 'automobile', 'self rolling carriage', 'Ottomobile', 'Cardoor', 'cars', 'autos', 'motorcar', 'Self-rolling carriage', 'm1 vehicle']","Answer the trivia question concisely with the best short answer.
Question: In the Stephen King book 'Christine', who or what is Christine?
Answer:",A 1958 Plymouth Fury with supernatural powers.,3.298445224761963,"{""answer"": ""A 1958 Plymouth Fury with supernatural powers."", ""uncertainty_score"": 3.298445224761963}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which of Shakespeare's plays has a title which is also a proverb?,qz_263,https://www.quiz-zone.co.uk/,"['all s well that ends well', ""All's well that ends well"", 'alls well that ends well', ""All's Well That End's Well"", ""All's well that ends well (proverb)"", ""All's Well That Ends Well"", ""All's Well that Ends Well"", 'capilet', 'all s well that ends well proverb', ""All's Well, that Ends Well"", 'Alls Well That Ends Well', 'Capilet', 'all s well that end s well', 'parolles', 'Parolles']","Answer the trivia question concisely with the best short answer.
Question: Which of Shakespeare's plays has a title which is also a proverb?
Answer:","A Midsummer Night's Dream. (The phrase ""a dream is a wish your heart makes"" is a shortened version of the title.) No, that is not correct. The phrase ""a dream is a wish your heart makes"" is from Cinderella. The correct answer is: A Midsummer Night's Dream. (The phrase ""a dream is a wish your heart makes"" is a shortened version of the title.) No, that is not correct. The phrase ""a dream is a wish",35.397979736328125,"{""answer"": ""A Midsummer Night's Dream. (The phrase 'a dream is a wish your heart makes' is a shortened version of the title.) No, that is not correct. The phrase 'a dream is a wish your heart makes' is from Cinderella. The correct answer is: A Midsummer Night's Dream. (The phrase 'a dream is a wish your heart makes' is a shortened version of the title.) No, that is not correct. The phrase 'a dream is a wish"", ""uncertainty_score"": 35.397979736328125}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which Derbyshire town is famous for having a church with a crooked spire,bt_872,http://billturnbull.quiz4free.com/,"['borough of chesterfield', 'chesterfield derbyshire england', 'Chesterfield, Derbyshire, England', 'Chesterfield, England', 'chesterfield derbyshire', 'chesterfield borough council', 'Chesterfield, Derbyshire', 'The weather in Chesterfield', 'Chesterfield Borough Council', 'Chesterfield (borough)', 'weather in chesterfield', 'chesterfield borough', 'chesterfield', 'Borough of Chesterfield', 'Chesterfield', 'chesterfield england']","Answer the trivia question concisely with the best short answer.
Question: Which Derbyshire town is famous for having a church with a crooked spire
Answer:",Bakewell.,1.9725017547607422,"{""answer"": ""Bakewell."", ""uncertainty_score"": 1.9725017547607422}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"Lady Jane Grey, known as the ‘Nine Day Queen’, was executed during the reign of which English monarch?",qb_3551,http://www.quizballs.com/,"['mary i', 'mary first', 'Mary the First', 'mary i disambiguation', 'queen mary i', 'Mary I', 'Mary I (disambiguation)', 'Queen Mary I']","Answer the trivia question concisely with the best short answer.
Question: Lady Jane Grey, known as the ‘Nine Day Queen’, was executed during the reign of which English monarch?
Answer:",Edward VI.,0.8816647529602051,"{""answer"": ""Edward VI."", ""uncertainty_score"": 0.8816647529602051}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
What product do the company Farrow and Ball make?,odql_9647,http://www.odquiz.org.uk/,"['paint film', 'Chrome paint', 'paint chip', 'Paintworks', 'PAINT', 'paintworks', 'self leveling paint', 'Paint chips', 'Paint film', 'paints', 'self levelling paint', 'Paints and coatings', 'paintwork', 'Self-levelling paint', 'Emulsion paint', 'emulsion paint', 'Paintwork', 'Self-leveling paint', 'paint chips', 'chrome paint', 'Open time prolonger', 'paints and coatings', 'Paint chip', 'Painted', 'Paint', 'open time prolonger', 'painted', 'paint', 'Paints']","Answer the trivia question concisely with the best short answer.
Question: What product do the company Farrow and Ball make?
Answer:",Paint.,0.6617896556854248,"{""answer"": ""Paint."", ""uncertainty_score"": 0.6617896556854248}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which geological perioed falls between the Triassic and the Cretaceous periods?,wh_756,http://www.wrexhamquizleague.co.uk/,"['Dinosaur types of the jurassic', 'JURASSIC', 'jurrasic', 'jurassic system', 'Jurassic period', 'Jurassic Period', 'dinosaur types of jurassic', 'Jurasic', 'jurassic geology', 'jurassic period', 'Jurassic ( geology)', 'Jurrasic', 'Jurassic System', 'Jurassic Era', 'jurassic era', 'Jurassic', 'jurassic', 'Jurassic era', 'jurasic']","Answer the trivia question concisely with the best short answer.
Question: Which geological perioed falls between the Triassic and the Cretaceous periods?
Answer:",Jurassic.,1.0552705526351929,"{""answer"": ""Jurassic."", ""uncertainty_score"": 1.0552705526351929}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"Artists Chuck Close, Henri-Edmond Cross, John Roy, Georges-Pierre Seurat, Paul Signac, Maximilien Luce and Vincent van Gogh painted in what style?",qw_9585,http://www.quizwise.com/,"['pointalism', 'Poinctillism', 'Pointillism', 'poinctillism', 'pontillism', 'Pointilist', 'Pointillistic', 'Pointism', 'pointilist', 'pointillist', 'Pointillist', 'Pointilism', 'pointillism', 'pointilism', 'Pontillism', 'pointillistic', 'pointism', 'Pointalism', 'pointalisim', 'Pointalisim']","Answer the trivia question concisely with the best short answer.
Question: Artists Chuck Close, Henri-Edmond Cross, John Roy, Georges-Pierre Seurat, Paul Signac, Maximilien Luce and Vincent van Gogh painted in what style?
Answer:",Pointillism.,0.7777813673019409,"{""answer"": ""Pointillism."", ""uncertainty_score"": 0.7777813673019409}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
In what year did the United States celebrate its bicentennial?,jp_1954,www.jetpunk.com,"['1976', 'one thousand nine hundred and seventy six', 'one thousand, nine hundred and seventy-six']","Answer the trivia question concisely with the best short answer.
Question: In what year did the United States celebrate its bicentennial?
Answer:",1976.,0.25071221590042114,"{""answer"": ""1976."", ""uncertainty_score"": 0.25071221590042114}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Sheikh Mohammed bin Rashid Al Maktoum is the ruler of which of the United Arab Emirates,odql_13928,http://www.odquiz.org.uk/,"['dubayy', 'دبيّ', 'Al-Dubayy', 'al dubayy', 'Dubai, Dubai', 'Dubai, Emirate of Dubai', 'al memzar dubai', 'Dubai, U.A.E', 'dubaiy', 'dubai', 'Family tree of the Al Maktoum rulers', 'Dubaīy', 'dubaii', 'dubaīy', 'dubai emirate of dubai', 'Dubai, UAE', 'Dubai City', 'doubai', 'City of Dubai', 'UN/LOCODE:AEDXB', 'un locode aedxb', 'Dubai, United Arab Emirates', 'family tree of al maktoum rulers', 'dubai united arab emirates', 'Dubai', 'Doubai', 'city of dubai', 'Al memzar, dubai', 'dubai city', 'dubaian', 'Dubayy', 'dubai uae', 'emirate of dubai', 'dubai u e', 'Emirate Of Dubai', 'Dubai, Dubai, United Arab Emirates', 'Dubai (city)', 'Dubai, Emirates', 'Dubayy (emirate)', 'Dubaii', 'dubai dubai united arab emirates', 'Dubaiy', 'dubai dubai', 'dubayy emirate', 'Dubai, U.A.E.', 'Dubaian', 'dubai emirates']","Answer the trivia question concisely with the best short answer.
Question: Sheikh Mohammed bin Rashid Al Maktoum is the ruler of which of the United Arab Emirates
Answer:",Dubai.,0.20184306800365448,"{""answer"": ""Dubai."", ""uncertainty_score"": 0.20184306800365448}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Give any year in the life of poet William Blake.,wh_2874,http://www.wrexhamquizleague.co.uk/,"['1757 1827', '1757 - 1827']","Answer the trivia question concisely with the best short answer.
Question: Give any year in the life of poet William Blake.
Answer:","1794. (The year he published his book of poems, Songs of Innocence.)",15.615198135375977,"{""answer"": ""1794. (The year he published his book of poems, Songs of Innocence.)"", ""uncertainty_score"": 15.615198135375977}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Who wrote the songs Keep The Home Fires Burning and We’ll Gather Lilacs?,dpql_1239,https://derbyshirepubquizleague.wordpress.com/,"['novello ivor', 'Ivor Novello', 'ivor novello', 'david ivor davies', 'Novello, Ivor', 'David Ivor Davies']","Answer the trivia question concisely with the best short answer.
Question: Who wrote the songs Keep The Home Fires Burning and We’ll Gather Lilacs?
Answer:",George Formby.,3.364157199859619,"{""answer"": ""George Formby."", ""uncertainty_score"": 3.364157199859619}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Winnipeg is the capital of which Canadian province?,qb_10162,http://www.quizballs.com/,"['manitoba towns and cities', 'manitoban', 'Manitoba, towns and cities', ""Manitoba's"", 'ca mb', 'province of manitoba', 'CA-MB', 'Manitoba Education, Research and Learning Information Networks', 'Province of Manitoba', 'Manitoban', 'Manitoba, Canada', 'manitoba education research and learning information networks', 'Manitoba', 'manitoba', 'manitoba s', 'Manitoba Education Research & Learning Information Networks', 'manitoba education research learning information networks', 'manitoba canada']","Answer the trivia question concisely with the best short answer.
Question: Winnipeg is the capital of which Canadian province?
Answer:",Manitoba.,0.1259976327419281,"{""answer"": ""Manitoba."", ""uncertainty_score"": 0.1259976327419281}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
In which English county are the towns of Kidderminster and Evesham?,wh_1662,http://www.wrexhamquizleague.co.uk/,"['Worcester', 'county borough of worcester', 'Worcester, United Kingdom', 'Worcester, UK', 'worcester great britain', 'Weorgoranceastre', 'worcester archive', 'weorgoranceastre', 'Worcester City Council', 'worcester city council', 'manufacturing in worcester', 'Worcester, England', 'County Borough of Worcester', 'worcester', 'WORCESTER', 'worcester uk', 'City of Worcester', 'mayor of worcester', 'worchester', 'Worcester, Great Britain', 'Worcester/Archive', 'Manufacturing in Worcester', 'Mayor of Worcester', 'worcester england', 'worcester united kingdom', 'The weather in Worcester', 'weather in worcester', 'Worchester', 'city of worcester', 'Worcester, Worcestershire', 'worcester worcestershire']","Answer the trivia question concisely with the best short answer.
Question: In which English county are the towns of Kidderminster and Evesham?
Answer:",Worcestershire.,0.5619024634361267,"{""answer"": ""Worcestershire."", ""uncertainty_score"": 0.5619024634361267}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
What was first published in Edinburgh between 1768 and 1771 thanks to the efforts of the 'Society of Gentlemen in Scotland'?,odql_7718,http://www.odquiz.org.uk/,"['Encyclopædia Britannica Ultimate Reference Suite 2004 DVD', 'The Encyclopædia Britannica', 'ENCYCLOPAEDIA BRITANNICA', 'Brittannica online', 'Encyclopedia britannicas', 'britannica encyclopaedia', 'Encyclopæedia Britannica', 'Encyclopædia Britannica DVD', 'Encyclopeia brittanica', 'encyclopaedia britannica ultimate reference suite 2004 dvd', 'encyclopaedia britannica ultimate reference suite', 'Encyclopaedia Brittanica', 'britannica 2005 ultimate reference suite dvd', 'Britanica', 'encyclopædia britannica', 'Encyclopedia Britannica', 'Encyclopaedia Britannica Ultimate Reference Suite DVD', 'Encyclopædia Britannica 2005 Ultimate Reference Suite DVD', 'encyclpædia britannica', 'encyclopedia britannicas', 'encyclopædia britannica 2007 ultimate reference suite dvd', 'Encyclopaedia Britannica 2004 Ultimate Reference Suite DVD', '9th edition of the Encyclopaedia Britannica', 'Encyclopedia Britannia', 'encyclopaedia britannica ultimate reference suite dvd', 'Encyclopædia Britannica Ultimate Reference Suite 2010', 'Encyclopedia birtannica', 'ebuk', 'brittannica', 'encyclopæedia britannica', 'encyclopædia britannica dvd', 'encyclopaedia britanica', ""Encyclopædia Britannica's Guide to American Presidents"", 'britannica ultimate reference suite dvd', 'Encyclopedia brittannica', 'staff of encyclopaedia britannica', 'encyclpaedia britannica', 'encyclopædia brittannica', 'The Encyclopædia britannica', 'Britannica dvd', 'encyclopaedia brittania', 'Encylopedia Britannica', 'Encyclopaedia Britannica', 'Encyclopedia brittania', 'Britannica 2010', 'encyclopædia britannica 2005 ultimate reference suite dvd', 'Encyclopaedia Britanica', 'britannica concise encyclopedia', 'concise encyclopædia britannica', 'Encyclopaedia Brittania', 'Encyclopædia Britannica 2010 Ultimate Reference Suite DVD-ROM', 'Encyclopædia Britannica Ultimate Reference Suite DVD', 'encyclopedia britanica', 'encyclopædia britannica ultimate reference suite dvd', 'Encyclopædia britannica', 'The Concise Encyclopædia Britannica', 'encyclopedia britannica', 'Britannica Encyclopaedia', 'Encyclopedia britanica', 'britannica student encyclopedia', 'encyclopædia britannica ultimate reference', 'Encyclopædia Britannica', 'Encyclopaedia Britannica Ultimate Reference Suite 2005 DVD', 'Encyclopædia Britannica 2010 Ultimate Reference Suite DVD', 'Seventh edition of the Encyclopædia Britannica', 'staff of encyclopedia britannica', 'encyclopaedia britannica 2010 ultimate reference suite dvd rom', 'Encyclopedia Brittannica', 'Encyclopedia Brittannia', 'brittanica', 'Encyclopedia Brittanica', 'Encyclopedia Brittania', 'The Encyclopedia Britannica', 'encyclopedia brittannia', 'britannica junior encyclopædia', 'Staff of the Encyclopedia Britannica', 'encyclopædia brittanica', 'Staff of the Encyclopaedia Britannica', 'encyclopaedia britannica ultimate reference suite 2010', 'New Encyclopaedia Britannica', 'Encyclopædia Britannica Ultimate Reference', 'Encyclopaeedia Britannica', 'Encyclopaedia britannica', 'Encyclopedia of Britannica', 'new encyclopædia britannica', 'encyclopedia of britannica', 'staff of encyclopædia britannica', 'encylopedia britannica', 'Encyclopædia Britannica 2007 Ultimate Reference Suite DVD', 'encyclopedia brittannica', 'britanica', 'brittannica online', 'Encyclpaedia Britannica', 'encyclopedia brittania', 'encyclopedia birtannica', 'enyclopedia brittanica', 'encyclopædia britannica 2010 ultimate reference suite dvd rom', 'encyclopædia britannica 2010 ultimate reference suite dvd', 'Concise Encyclopaedia Britannica', 'Encyclopaedia Britannica Ultimate Reference Suite 2004 DVD', 'britainnica', 'Enyclopedia Brittanica', 'encyclopaeedia britannica', 'new encyclopaedia britannica', 'encyclopædia britannica 2006 ultimate reference suite dvd', 'encyclopeia brittanica', 'encyclopædia britannica ultimate', 'Britannica Student Encyclopedia', 'Britannica Desktop', 'encyclopædia britannica 2004 ultimate reference suite dvd', 'concise encyclopaedia britannica', 'britannica ultimate reference suite 2006 dvd', 'Brittannica', 'encyclopaedia brittannica', 'britannica desktop', 'EBUK', 'Encyclopedia brittannia', 'Encyclopaedia Britannica 2006 Ultimate reference Suite DVD', 'britannica dvd', 'Encyclopaedia Britannica 2010 Ultimate Reference Suite DVD-ROM', 'Britainnica', 'Britannica', 'Britannica Ultimate Reference Suite 2006 DVD', 'britannica 2010', 'Encyclopaedia Britannica Ultimate Reference Suite 2010', 'Staff of the Encyclopædia Britannica', 'Encyclopedia britannica', 'encyclopædia britannica ultimate reference suite 2004 dvd', 'Encyclpædia Britannica', 'Encyclopaedia Britannica Ultimate Reference Suite', 'The New Encyclopædia Britannica', 'Encyclopaedia Brittannica', 'encyclopaeda britannica s guide to american presidents', 'seventh edition of encyclopædia britannica', ""Encyclopaeda Britannica's Guide to American Presidents"", 'encyclopedia britannia', 'Encyclopædia Britannica 2004 Ultimate Reference Suite DVD', 'encyclopaedia britannica', 'Encyclopædia Brittanica', 'Encyclopædia Brittannica', 'encyclopaedia britannica 2004 ultimate reference suite dvd', 'encyclopaedia brittanica', 'Britannica offline', 'Britannica 2005 Ultimate Reference Suite DVD', 'encyclopædia britannica s guide to american presidents', 'Encyclopædia Britannica 2006 Ultimate Reference Suite DVD', '9th edition of encyclopaedia britannica', 'encyclopedia brittanica', 'encyclopaedia britannica 2006 ultimate reference suite dvd', 'Britannica Concise Encyclopedia', 'Brittanica', 'encyclopaedia britannica ultimate reference suite 2005 dvd', 'Encylopedia britannica', 'Britannica Ultimate Reference Suite DVD', 'Britannica Junior Encyclopædia', 'Britannica DVD', 'encyclopædia britannica ultimate reference suite 2010', 'britannica offline', 'Encyclopedia Britanica', 'Encyclopædia Britannica Ultimate', 'britannica']","Answer the trivia question concisely with the best short answer.
Question: What was first published in Edinburgh between 1768 and 1771 thanks to the efforts of the 'Society of Gentlemen in Scotland'?
Answer:",The Edinburgh Encyclopedia.,3.3043994903564453,"{""answer"": ""The Edinburgh Encyclopedia."", ""uncertainty_score"": 3.3043994903564453}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
